GO,NS,enrichment,name,ratio_in_study,ratio_in_pop,p_uncorrected,depth,study_count,p_fdr,study_items,p_fdr_fix,cluster_id,cluster_type
GO:0080090,BP,e,regulation of primary metabolic process,"(13, 15)","(1218, 3513)",4.8795817589519655e-05,4,13,0.034,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2']",0.03592814371257485,0.0,sensor
GO:0070427,BP,e,nucleotide-binding oligomerization domain containing 1 signaling pathway,"(2, 15)","(3, 3513)",5.093713809949102e-05,8,2,0.034,"['TNFAIP3', 'NFKBIA']",0.03592814371257485,0.0,sensor
GO:0002467,BP,e,germinal center formation,"(2, 15)","(3, 3513)",5.093713809949102e-05,5,2,0.034,"['TNFAIP3', 'NFKB2']",0.03592814371257485,0.0,sensor
GO:0032494,BP,e,response to peptidoglycan,"(2, 15)","(3, 3513)",5.093713809949102e-05,5,2,0.034,"['RELA', 'MYD88']",0.03592814371257485,0.0,sensor
GO:1901360,BP,e,organic cyclic compound metabolic process,"(14, 15)","(1490, 3513)",5.352335832981179e-05,3,14,0.054,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'ZNF638', 'BIRC2', 'MAP3K7', 'TRAF2']",0.05588822355289421,0.0,sensor
GO:0032874,BP,e,positive regulation of stress-activated MAPK cascade,"(3, 15)","(19, 3513)",5.8610497190914554e-05,9,3,0.054,"['TRAF2', 'TRAF6', 'MYD88']",0.05588822355289421,0.0,sensor
GO:0010803,BP,e,regulation of tumor necrosis factor-mediated signaling pathway,"(3, 15)","(19, 3513)",5.8610497190914554e-05,7,3,0.054,"['TRAF2', 'TNFAIP3', 'CYLD']",0.05588822355289421,0.0,sensor
GO:0032635,BP,e,interleukin-6 production,"(3, 15)","(19, 3513)",5.8610497190914554e-05,6,3,0.054,"['TNFAIP3', 'TRAF6', 'MYD88']",0.05588822355289421,0.0,sensor
GO:0032675,BP,e,regulation of interleukin-6 production,"(3, 15)","(19, 3513)",5.8610497190914554e-05,7,3,0.054,"['TNFAIP3', 'TRAF6', 'MYD88']",0.05588822355289421,0.0,sensor
GO:0070304,BP,e,positive regulation of stress-activated protein kinase signaling cascade,"(3, 15)","(19, 3513)",5.8610497190914554e-05,8,3,0.054,"['TRAF2', 'TRAF6', 'MYD88']",0.05588822355289421,0.0,sensor
GO:0032088,BP,e,negative regulation of NF-kappaB transcription factor activity,"(3, 15)","(19, 3513)",5.8610497190914554e-05,12,3,0.054,"['TNFAIP3', 'CYLD', 'NFKBIA']",0.05588822355289421,0.0,sensor
GO:0042981,BP,e,regulation of apoptotic process,"(7, 15)","(279, 3513)",6.827690472952648e-05,6,7,0.054,"['RELA', 'TRAF6', 'TNFAIP3', 'CYLD', 'CFLAR', 'BIRC2', 'TRAF2']",0.05588822355289421,0.0,sensor
GO:0070647,BP,e,protein modification by small protein conjugation or removal,"(7, 15)","(279, 3513)",6.827690472952648e-05,7,7,0.054,"['RNF31', 'RELA', 'TRAF6', 'TNFAIP3', 'CYLD', 'BIRC2', 'TRAF2']",0.05588822355289421,0.0,sensor
GO:0043406,BP,e,positive regulation of MAP kinase activity,"(3, 15)","(20, 3513)",6.877656658229893e-05,12,3,0.054,"['MAP3K7', 'TRAF2', 'TRAF6']",0.05588822355289421,0.0,sensor
GO:0031323,BP,e,regulation of cellular metabolic process,"(13, 15)","(1265, 3513)",7.712105750823978e-05,4,13,0.056,"['RNF31', 'RELA', 'TRAF6', 'NFKBIA', 'MYD88', 'NCOA5', 'TNFAIP3', 'NFKB2', 'CFLAR', 'CYLD', 'BIRC2', 'MAP3K7', 'TRAF2']",0.05788423153692615,0.0,sensor
GO:0043067,BP,e,regulation of programmed cell death,"(7, 15)","(285, 3513)",7.836412038671458e-05,5,7,0.056,"['RELA', 'TRAF6', 'TNFAIP3', 'CYLD', 'CFLAR', 'BIRC2', 'TRAF2']",0.05788423153692615,0.0,sensor
GO:0097190,BP,e,apoptotic signaling pathway,"(5, 15)","(117, 3513)",8.647853865651769e-05,5,5,0.06,"['RELA', 'TNFAIP3', 'CYLD', 'CFLAR', 'TRAF2']",0.06187624750499002,0.0,sensor
GO:0072575,BP,e,epithelial cell proliferation involved in liver morphogenesis,"(2, 15)","(4, 3513)",0.00010162283053795949,4,2,0.062,"['TNFAIP3', 'CFLAR']",0.06387225548902195,0.0,sensor
GO:1904996,BP,e,positive regulation of leukocyte adhesion to vascular endothelial cell,"(2, 15)","(4, 3513)",0.00010162283053795949,8,2,0.062,"['RELA', 'TRAF6']",0.06387225548902195,0.0,sensor
GO:0038095,BP,e,Fc-epsilon receptor signaling pathway,"(2, 15)","(4, 3513)",0.00010162283053795949,8,2,0.062,"['MAP3K7', 'TRAF6']",0.06387225548902195,0.0,sensor
GO:1901223,BP,e,negative regulation of NIK/NF-kappaB signaling,"(2, 15)","(4, 3513)",0.00010162283053795949,8,2,0.062,"['RELA', 'CYLD']",0.06387225548902195,0.0,sensor
GO:0070424,BP,e,regulation of nucleotide-binding oligomerization domain containing signaling pathway,"(2, 15)","(4, 3513)",0.00010162283053795949,7,2,0.062,"['BIRC2', 'TNFAIP3']",0.06387225548902195,0.0,sensor
GO:1904994,BP,e,regulation of leukocyte adhesion to vascular endothelial cell,"(2, 15)","(4, 3513)",0.00010162283053795949,7,2,0.062,"['RELA', 'TRAF6']",0.06387225548902195,0.0,sensor
GO:2000347,BP,e,positive regulation of hepatocyte proliferation,"(2, 15)","(4, 3513)",0.00010162283053795949,7,2,0.062,"['TNFAIP3', 'CFLAR']",0.06387225548902195,0.0,sensor
GO:2000345,BP,e,regulation of hepatocyte proliferation,"(2, 15)","(4, 3513)",0.00010162283053795949,6,2,0.062,"['TNFAIP3', 'CFLAR']",0.06387225548902195,0.0,sensor
GO:0072574,BP,e,hepatocyte proliferation,"(2, 15)","(4, 3513)",0.00010162283053795949,5,2,0.062,"['TNFAIP3', 'CFLAR']",0.06387225548902195,0.0,sensor
GO:0016575,BP,e,histone deacetylation,"(2, 3)","(21, 3513)",0.00010175792602017316,9,2,0.036,"['GATAD2B', 'MBD3']",0.03792415169660679,2.0,sensor
GO:0006476,BP,e,protein deacetylation,"(2, 3)","(24, 3513)",0.00013366252979660318,8,2,0.044,"['GATAD2B', 'MBD3']",0.04590818363273453,2.0,sensor
GO:0098732,BP,e,macromolecule deacylation,"(2, 3)","(28, 3513)",0.0001829199314652035,5,2,0.056,"['GATAD2B', 'MBD3']",0.05788423153692615,2.0,sensor
GO:0035601,BP,e,protein deacylation,"(2, 3)","(28, 3513)",0.0001829199314652035,7,2,0.056,"['GATAD2B', 'MBD3']",0.05788423153692615,2.0,sensor
GO:0006518,BP,e,peptide metabolic process,"(16, 25)","(299, 3513)",5.2238774650188864e-12,5,16,0.0,"['LARS2', 'MARS2', 'MRPS17', 'MRPL23', 'MTG1', 'WARS2', 'MRPS33', 'CARS2', 'MRPL57', 'HARS2', 'FARS2', 'EARS2', 'MTG2', 'MRPS6', 'MIPEP', 'MRPL43']",0.001996007984031936,0.0,effector
GO:0006412,BP,e,translation,"(15, 25)","(266, 3513)",1.7313555648206106e-11,7,15,0.0,"['LARS2', 'MARS2', 'MRPS17', 'MRPL23', 'MTG1', 'WARS2', 'MRPS33', 'CARS2', 'MRPL57', 'HARS2', 'FARS2', 'EARS2', 'MTG2', 'MRPS6', 'MRPL43']",0.001996007984031936,0.0,effector
GO:0043043,BP,e,peptide biosynthetic process,"(15, 25)","(274, 3513)",2.6707511867445615e-11,6,15,0.0,"['LARS2', 'MARS2', 'MRPS17', 'MRPL23', 'MTG1', 'WARS2', 'MRPS33', 'CARS2', 'MRPL57', 'HARS2', 'FARS2', 'EARS2', 'MTG2', 'MRPS6', 'MRPL43']",0.001996007984031936,0.0,effector
GO:0140053,BP,e,mitochondrial gene expression,"(10, 25)","(79, 3513)",4.610014132983299e-11,5,10,0.0,"['LARS2', 'MRPS17', 'MRPL23', 'MTG1', 'WARS2', 'MRPL57', 'EARS2', 'MTG2', 'TWNK', 'MRPS6']",0.001996007984031936,0.0,effector
GO:0043603,BP,e,cellular amide metabolic process,"(16, 25)","(352, 3513)",6.58159951079703e-11,4,16,0.0,"['LARS2', 'MARS2', 'MRPS17', 'MRPL23', 'MTG1', 'WARS2', 'MRPS33', 'CARS2', 'MRPL57', 'HARS2', 'FARS2', 'EARS2', 'MTG2', 'MRPS6', 'MIPEP', 'MRPL43']",0.001996007984031936,0.0,effector
GO:0032543,BP,e,mitochondrial translation,"(9, 25)","(58, 3513)",7.990721637257446e-11,8,9,0.0,"['LARS2', 'MRPS17', 'MRPL23', 'MTG1', 'WARS2', 'MRPL57', 'EARS2', 'MTG2', 'MRPS6']",0.001996007984031936,0.0,effector
GO:0043604,BP,e,amide biosynthetic process,"(15, 25)","(297, 3513)",8.634807068503719e-11,5,15,0.0,"['LARS2', 'MARS2', 'MRPS17', 'MRPL23', 'MTG1', 'WARS2', 'MRPS33', 'CARS2', 'MRPL57', 'HARS2', 'FARS2', 'EARS2', 'MTG2', 'MRPS6', 'MRPL43']",0.001996007984031936,0.0,effector
GO:0006418,BP,e,tRNA aminoacylation for protein translation,"(7, 25)","(30, 3513)",6.773712135475681e-10,10,7,0.0,"['LARS2', 'MARS2', 'WARS2', 'HARS2', 'FARS2', 'EARS2', 'CARS2']",0.001996007984031936,0.0,effector
GO:0043039,BP,e,tRNA aminoacylation,"(7, 25)","(32, 3513)",1.109838241897871e-09,9,7,0.0,"['LARS2', 'MARS2', 'WARS2', 'HARS2', 'FARS2', 'EARS2', 'CARS2']",0.001996007984031936,0.0,effector
GO:0043038,BP,e,amino acid activation,"(7, 25)","(32, 3513)",1.109838241897871e-09,7,7,0.0,"['LARS2', 'MARS2', 'WARS2', 'HARS2', 'FARS2', 'EARS2', 'CARS2']",0.001996007984031936,0.0,effector
GO:1901566,BP,e,organonitrogen compound biosynthetic process,"(15, 25)","(496, 3513)",1.2111228445293923e-07,4,15,0.0,"['LARS2', 'MARS2', 'MRPS17', 'MRPL23', 'MTG1', 'WARS2', 'MRPS33', 'CARS2', 'MRPL57', 'HARS2', 'FARS2', 'EARS2', 'MTG2', 'MRPS6', 'MRPL43']",0.001996007984031936,0.0,effector
GO:0006399,BP,e,tRNA metabolic process,"(8, 25)","(101, 3513)",2.552885488263558e-07,8,8,0.0,"['LARS2', 'MARS2', 'WARS2', 'HARS2', 'FARS2', 'EARS2', 'CARS2', 'HARS2']",0.001996007984031936,0.0,effector
GO:0006520,BP,e,cellular amino acid metabolic process,"(7, 25)","(72, 3513)",4.050905975766369e-07,6,7,0.0,"['LARS2', 'MARS2', 'WARS2', 'HARS2', 'FARS2', 'EARS2', 'CARS2']",0.001996007984031936,0.0,effector
GO:0006264,BP,e,mitochondrial DNA replication,"(3, 25)","(6, 3513)",6.282131558220952e-06,8,3,0.002,"['TWNK', 'SSBP1', 'POLG']",0.003992015968063872,0.0,effector
GO:0034645,BP,e,cellular macromolecule biosynthetic process,"(19, 25)","(1197, 3513)",2.088740656427061e-05,5,19,0.012,"['MRPS33', 'MRPL57', 'MRPS6', 'MARS2', 'POLG', 'SSBP1', 'TWNK', 'CARS2', 'LARS2', 'MRPL23', 'WARS2', 'MTG2', 'HARS2', 'MRPS17', 'HARS2', 'FARS2', 'EARS2', 'MTG1', 'MRPL43']",0.013972055888223553,0.0,effector
GO:0009059,BP,e,macromolecule biosynthetic process,"(19, 25)","(1200, 3513)",2.1756732787042393e-05,4,19,0.012,"['MRPS33', 'MRPL57', 'MRPS6', 'MARS2', 'POLG', 'SSBP1', 'TWNK', 'CARS2', 'LARS2', 'MRPL23', 'WARS2', 'MTG2', 'HARS2', 'MRPS17', 'HARS2', 'FARS2', 'EARS2', 'MTG1', 'MRPL43']",0.013972055888223553,0.0,effector
GO:0050794,BP,p,regulation of cellular process,"(3, 25)","(1937, 3513)",1.575464999555579e-05,3,3,0.002,"['SSBP1', 'MTG1', 'MTG2']",0.003992015968063872,0.0,effector
GO:0050789,BP,p,regulation of biological process,"(4, 25)","(2014, 3513)",4.221839634910832e-05,2,4,0.026,"['SSBP1', 'WARS2', 'MTG1', 'MTG2']",0.027944111776447105,0.0,effector
