gene1,Systematic gene name
rrn9-5008,YMR270C
rrn9-5009,YMR270C
rrp1-1,YDR087C
rrp12-5001,YPL012W
rrp14-5003,YKL082C
rrp14-5010,YKL082C
rrp15-5007,YPR143W
rrp17-5006,YDR412W
rrp3-5001,YHR065C
rrp4-1,YHR069C
rrp42-5001,YDL111C
rrp43-5001,YCR035C
rrp45-5001,YDR280W
rrp5-delta6,YMR229C
rrp6,YOR001W
rrp6-supp1,YOR001W
rrp7-5007,YCL031C
rrp8,YDR083W
rrp9-5001,YPR137W
rrs1-124,YOR294W
rrs1-84,YOR294W
rrt1,YBL048W
rrt12,YCR045C
rrt13,YER066W
rrt14,YIL127C
rrt15,YLR162W-A
rrt16,YNL105W
rrt2,YBR246W
rrt5,YFR032C
rrt6,YGL146C
rrt8,YOL048C
rsa3,YLR221C
rsa4-5001,YCR072C
rsb1,YOR049C
rsc1,YGR056W
rsc3-1,YDR303C
rsc4-2,YKR008W
rsc58-5001,YLR033W
rsc6-5001,YCR052W
rsc8-ts16,YFR037C
rsc8-ts21,YFR037C
rsc9-5001,YML127W
rse1-1,YML049C
rsf1,YMR030W
rsf2,YJR127C
rsm19-supp1,YNR037C
rsm22,YKL155C
rsm24-supp1a,YDR175C
rsm25,YIL093C
rsm26,YJR101W
rsm27-supp1,YGR215W
rsm28,YDR494W
rsm7,YJR113C
rsn1,YMR266W
rsp5-1,YER125W
rsp5-3,YER125W
rsp5-sm1,YER125W
rsr1,YGR152C
rta1,YGR213C
rtc1-supp1,YOL138C
rtc2,YBR147W
rtc3,YHR087W
rtc4,YNL254C
rtc5,YOR118W
rtc6,YPL183W-A
rtf1,YGL244W
rtg1,YOL067C
rtg2,YGL252C
rtg3,YBL103C
rtk1,YDL025C
rtn1,YDR233C
rtn2,YDL204W
rtr1,YER139C
rtr2,YDR066C
rts1,YOR014W
rts3,YGR161C
rtt10,YPL183C
rtt101,YJL047C
rtt102,YGR275W
rtt103,YDR289C
rtt106,YNL206C
rtt107,YHR154W
rtt109,YLL002W
rub1,YDR139C
rud3,YOR216C
rup1,YOR138C
rvb1-5001,YDR190C
rvb2-5001,YPL235W
rvs161,YCR009C
rvs161-supp1,YCR009C
rvs167,YDR388W
rxt2,YBR095C
rxt3,YDL076C
sac1,YKL212W
sac3,YDR159W
sac6,YDR129C
sac7,YDR389W
sad1-1,YFR005C
sae2,YGL175C
sae3,YHR079C-A
saf1,YBR280C
sag1,YJR004C
sak1,YER129W
sal1,YNL083W
sam1,YLR180W
sam2,YDR502C
sam3,YPL274W
sam35-2,YHR083W
sam37,YMR060C
sam37-supp1,YMR060C
sam4,YPL273W
san1,YDR143C
sap1,YER047C
sap155,YFR040W
sap185,YJL098W
sap190,YKR028W
sap30,YMR263W
sap4,YGL229C
sas10-5002,YDL153C
sas2,YMR127C
sas3,YBL052C
sas4,YDR181C
sas5,YOR213C
sat4,YCR008W
saw1,YAL027W
say1,YGR263C
sba1,YKL117W
sbe2,YDR351W
sbe22,YHR103W
sbh1,YER087C-B
sbh2,YER019C-A
sbp1,YHL034C
scc2-4,YDR180W
scc4-4,YER147C
scc4-5001,YER147C
scd6,YPR129W
sch9-supp1,YHR205W
scj1,YMR214W
scl1-5001,YGL011C
scm3-5007,YDL139C
scm4,YGR049W
sco1,YBR037C
sco2,YBR024W
scp1,YOR367W
scs2,YER120W
scs22,YBL091C-A
scs3,YGL126W
scs7,YMR272C
sct1,YBL011W
scw10,YMR305C
scw11,YGL028C
scw4,YGR279C
scy1,YGL083W
sda1-2,YGR245C
sdc1,YDR469W
sdc25,YLL016W
sdd1,YEL057C
sdd2,YMR074C
sdd3,YOL098C
sdd4,YPR022C
sdh1,YKL148C
sdh2,YLL041C
sdh4,YDR178W
sdh5,YOL071W
sdh6,YDR379C-A
sdh7,YDR511W
sdh8,YBR269C
sdl1,YIL167W
sdo1-vma1-ts,YLR022C
sdp1,YIL113W
sds22-5,YKL193C
sds23,YGL056C
sds24,YBR214W
sds3,YIL084C
sdt1,YGL224C
sea4,YBL104C
sec1-1,YDR164C
sec10-2,YLR166C
sec11-2,YIR022W
sec12-1,YNR026C
sec12-1-supp1,YNR026C
sec12-4,YNR026C
sec13-1,YLR208W
sec14-3,YMR079W
sec15-1,YGL233W
sec16-2,YPL085W
sec17-1,YBL050W
sec18-1,YBR080C
sec2-41,YNL272C
sec20-1,YDR498C
sec21-1,YNL287W
sec22,YLR268W
sec22-1,YLR268W
sec22-3,YLR268W
sec22-supp1,YLR268W
sec23-1,YPR181C
sec24-2,YIL109C
sec26-11d26,YDR238C
sec26-f856aw860a,YDR238C
sec27-1,YGL137W
sec28,YIL076W
sec3-2,YER008C
sec31-1,YDL195W
sec39-1,YLR440C
sec39-2,YLR440C
sec39-5001,YLR440C
sec4-8,YFL005W
sec5-24,YDR166C
sec53-6,YFL045C
sec59-ts,YMR013C
sec6-4,YIL068C
sec61-2,YLR378C
sec62-ts,YPL094C
sec63-1,YOR254C
sec65-1,YML105C
sec66,YBR171W
sec7-1,YDR170C
sec7-1-supp1,YDR170C
sec72,YLR292C
sec8-6,YPR055W
sec8-9,YPR055W
sec9-4,YGR009C
sed1,YDR077W
sed4,YCR067C
sed5-1,YLR026C
sef1,YBL066C
seg1,YMR086W
seg2,YKL105C
seh1,YGL100W
sei1,YLR404W
sem1,YDR363W-A
sen1-1,YLR430W
sen15-5001,YMR059W
sen2-1,YLR105C
sen54-5001,YPL083C
sen54-5002,YPL083C
seo1,YAL067C
ser1,YOR184W
ser2,YGR208W
ser3,YER081W
ser33,YIL074C
set1,YHR119W
set2,YJL168C
set3,YKR029C
set4,YJL105W
set5,YHR207C
set6,YPL165C
sey1,YOR165W
sfa1,YDL168W
sfb2,YNL049C
sfb3,YHR098C
sfc1,YJR095W
sfg1,YOR315W
sfh1-1,YLR321C
sfh5,YJL145W
sfi1-3,YLL003W
sfk1,YKL051W
sfl1,YOR140W
sfm1,YOR021C
sft2,YBL102W
sga1,YIL099W
sge1,YPR198W
sgf11,YPL047W
sgf29,YCL010C
sgf73,YGL066W
sgm1,YJR134C
sgn1,YIR001C
sgs1,YMR190C
sgt1-3,YOR057W
sgt1-5,YOR057W
sgt1-5-supp1,YOR057W
sgt2,YOR007C
sgv1-23,YPR161C
sgv1-35,YPR161C
sgv1-5001,YPR161C
sgv1-80,YPR161C
shb17,YKR043C
shc1,YER096W
she1,YBL031W
she10,YGL228W
she2,YKL130C
she3,YBR130C
she4,YOR035C
she9,YDR393W
shg1,YBR258C
shh3,YMR118C
shh4,YLR164W
shm1,YBR263W
shm2,YLR058C
sho1,YER118C
shp1,YBL058W
shq1-5001,YIL104C
shr5,YOL110W
shs1,YDL225W
shu1,YHL006C
shu2,YDR078C
shy1,YGR112W
sia1,YOR137C
sic1,YLR079W
sif2,YBR103W
sil1,YOL031C
sim1,YIL123W
sin3,YOL004W
sin4,YNL236W
sip1,YDR422C
sip18,YMR175W
sip2,YGL208W
sip3,YNL257C
sip4,YJL089W
sip5,YMR140W
sis2,YKR072C
sit1,YEL065W
siw14,YNL032W
siz1,YDR409W
skg1,YKR100C
skg3,YLR187W
skg6,YHR149C
ski2,YLR398C
ski3,YPR189W
ski6-5001,YGR195W
ski7,YOR076C
ski8,YGL213C
skm1,YOL113W
skn1,YGR143W
skn7,YHR206W
sko1,YNL167C
skp2,YNL311C
sks1,YPL026C
skt5,YBL061C
sky1,YMR216C
sla1,YBL007C
sla2,YNL243W
slc1,YDL052C
sld3-5001,YGL113W
sld5-5001,YDR489W
slf1,YDR515W
slg1,YOR008C
slh1,YGR271W
sli1,YGR212W
sli15,YBR156C
sli15-3,YBR156C
slk19,YOR195W
slm1,YIL105C
slm2,YNL047C
slm3,YDL033C
slm3-supp1,YDL033C
slm4,YBR077C
slm5,YCR024C
slm6-supp1,YBR266C
sln1-ts4,YIL147C
slo1,YER180C-A
slp1,YOR154W
slt2,YHR030C
slu7-ts1,YDR088C
slu7-ts2,YDR088C
slx1,YBR228W
slx4,YLR135W
slx5,YDL013W
slx8,YER116C
slx8-supp1,YER116C
slx9,YGR081C
sly1-ts,YDR189W
sly41,YOR307C
slz1,YNL196C
sma1,YPL027W
sma2,YML066C
smc1-2,YFL008W
smc1-259,YFL008W
smc2-8,YFR031C
smc3-1,YJL074C
smc3-42,YJL074C
smc4-1,YLR086W
smc5-6,YOL034W
smc6-9,YLR383W
smd1-1,YGR074W
smd2-5005,YLR275W
sme1-5001,YOR159C
sme1-5002,YOR159C
smf1,YOL122C
smf2,YHR050W
smf3,YLR034C
smi1,YGR229C
smk1,YPR054W
sml1,YML058W
smm1,YNR015W
smp1,YBR182C
smp3-1,YOR149C
smp3-2,YOR149C
smt3-331,YDR510W
smt3aiir,YDR510W
smx3-5001,YPR182W
smy1,YKL079W
smy2,YBR172C
sna2,YDR525W-A
sna3,YJL151C
sna4,YDL123W
snc1,YAL030W
snc2,YOR327C
snf1,YDR477W
snf1-supp1,YDR477W
snf11,YDR073W
snf12,YNR023W
snf2,YOR290C
snf3,YDL194W
snf4,YGL115W
snf5,YBR289W
snf6,YHL025W
snf7,YLR025W
snf8,YPL002C
sng1,YGR197C
snl1,YIL016W
snm1-172,YDR478W
snm1-5001,YDR478W
snn1,YNL086W
sno1,YMR095C
sno2,YNL334C
sno3,YFL060C
sno4,YMR322C
snq2,YDR011W
snt1,YCR033W
snt2,YGL131C
snt309,YPR101W
snu114-40,YKL173W
snu114-60,YKL173W
snu13-5001,YEL026W
snu23-5001,YDL098C
snu56-5001,YDR240C
snu66,YOR308C
snu71-5001,YGR013W
snx3,YOR357C
snx4,YJL036W
snx41,YDR425W
snz1,YMR096W
snz2,YNL333W
sod2,YHR008C
sof1-5001,YLL011W
sog2-5001-supp1,YOR353C
sog2-5002-supp1,YOR353C
soh1,YGL127C
sok1,YDR006C
sok2,YMR016C
sol1,YNR034W
sol2,YCR073W-A
sol3,YHR163W
sol4,YGR248W
som1,YEL059C-A
sop4,YJL192C
sor1,YJR159W
sor2,YDL246C
sov1,YMR066W
spa2,YLL021W
spb4-5006,YFL002C
spb4-5009,YFL002C
spc1,YJR010C-A
spc105-15,YGL093W
spc105-4,YGL093W
spc110-220,YDR356W
spc19-5001,YDR201W
spc2,YML055W
spc24-10,YMR117C
spc24-9,YMR117C
spc25-1,YER018C
spc29-3,YPL124W
spc3-4,YLR066W
spc42-11,YKL042W
spc97-5001,YHR172W
spc98-5001,YNL126W
spe1,YKL184W
spe2,YOL052C
spe3,YPR069C
spe4,YLR146C
spf1,YEL031W
spg1,YGR236C
spg3,YDR504C
spg4,YMR107W
spg5,YMR191W
sph1,YLR313C
spi1,YER150W
spl2,YHR136C
spn1-k192n,YPR133C
spo1,YNL012W
spo11,YHL022C
spo12,YHR152W
spo13,YHR014W
spo14,YKR031C
spo16,YHR153C
spo19,YPL130W
spo20,YMR017W
spo21,YOL091W
spo22,YIL073C
spo23,YBR250W
spo24,YPR036W-A
spo7,YAL009W
spo71,YDR104C
spo73,YER046W
spo74,YGL170C
spo75,YLL005C
spo77,YLR341W
spp1,YPL138C
spp381-5001,YBR152W
spp382-5001,YLR424W
spp382-5002,YLR424W
spp41-5001,YDR464W
spr1,YOR190W
spr2,YOR214C
spr28,YDR218C
spr3,YGR059W
spr6,YER115C
sps1,YDR523C
sps100,YHR139C
sps18,YNL204C
sps19,YNL202W
sps2,YDR522C
sps22,YCL048W
sps4,YOR313C
spt10,YJL127C
spt15-i143n,YER148W
spt15-p65s,YER148W
spt16-ts,YGL207W
spt2,YER161C
spt21,YMR179W
spt23,YKL020C
spt3,YDR392W
spt6-14,YGR116W
spt8,YLR055C
sqs1,YNL224C
sqt1-201,YIR012W
srb2,YHR041C
srb4-2,YER022W
srb6-5001,YBR253W
srb7-5003,YDR308C
src1,YML034W
srf1,YDL133W
srl1,YOR247W
srl2,YLR082C
srl3,YKR091W
srl4,YPL033C
srm1-g282s,YGL097W
srm1-ts,YGL097W
srn2,YLR119W
sro7,YPR032W
sro77,YBL106C
srp1-5001,YNL189W
srp101-47,YDR292C
srp102-510,YKL154W
srp40,YKR092C
srp54-5001,YPR088C
srp68-5005,YPL243W
srp72-5003,YPL210C
srs2,YJL092W
srt1,YMR101C
srv2-2,YNL138W
srv2-ts,YNL138W
srx1,YKL086W
sry1,YKL218C
ssa1,YAL005C
ssa2,YLL024C
ssa3,YBL075C
ssa4,YER103W
ssb1,YDL229W
ssb2,YNL209W
ssc1-2,YJR045C
ssd1,YDR293C
sse1,YPL106C
sse2,YBR169C
ssf1,YHR066W
ssf2,YDR312W
ssh1,YBR283C
ssh4,YKL124W
ssk1,YLR006C
ssk2,YNR031C
ssk22,YCR073C
ssl1-5001,YLR005W
ssl1-t242i,YLR005W
ssl2-ts,YIL143C
ssm4,YIL030C
ssn2,YDR443C
ssn3,YPL042C
ssn8,YNL025C
sso1,YPL232W
sso2,YMR183C
ssp1,YHR184W
ssp120,YLR250W
ssp2,YOR242C
sss1-5001,YDR086C
sst2,YLR452C
ssu1,YPL092W
ssu72-2,YNL222W
ssz1,YHR064C
stb1,YNL309W
stb2,YMR053C
stb3,YDR169C
stb4,YMR019W
stb5,YHR178W
stb6,YKL072W
std1,YOR047C
ste13,YOR219C
ste23,YLR389C
ste24,YJR117W
ste3,YKL178C
ste50,YCL032W
ste6,YKL209C
stf1,YDL130W-A
stf2,YGR008C
sti1,YOR027W
stl1,YDR536W
stm1,YLR150W
stn1-13,YDR082W
sto1,YMR125W
stp1,YDR463W
stp2,YHR006W
stp22,YCL008C
stp3,YLR375W
stp4,YDL048C
str2,YJR130C
str3,YGL184C
sts1-5001,YIR011C
stt3-2,YGL022W
stt3-7,YGL022W
stt4-4,YLR305C
stu1-12,YBL034C
stu1-5,YBL034C
stu1-6,YBL034C
stu1-7,YBL034C
stu1-8,YBL034C
stu2-10,YLR045C
stu2-11,YLR045C
stu2-12,YLR045C
stu2-13,YLR045C
stv1,YMR054W
sua5-5003,YGL169W
sua7-5001,YPR086W
sua7-c149r,YPR086W
sub1,YMR039C
sub2-1,YDL084W
suc2,YIL162W
sue1,YPR151C
sui2-5001,YJR007W
sui3-5001,YPL237W
sul1,YBR294W
sul2,YLR092W
sum1,YDR310C
sun4,YNL066W
sup35-td,YDR172W
sup45-ts,YBR143C
sur1,YPL057C
sur2,YDR297W
sur7,YML052W
sus1,YBR111W-A
sut1,YGL162W
sut2,YPR009W
suv3-supp1,YPL029W
svf1,YDR346C
svl3,YPL032C
svp26,YHR181W
svs1,YPL163C
swa2,YDR320C
swa2-supp1,YDR320C
swc3,YAL011W
swc4-4,YGR002C
swc5,YBR231C
swc7,YLR385C
swd1,YAR003W
swd2-1,YKL018W
swd3,YBR175W
swe1,YJL187C
swf1,YDR126W
swh1,YAR042W
swi1-5004,YPL016W
swi3,YJL176C
swi4,YER111C
swi5,YDR146C
swi6,YLR182W
swm1,YDR260C
swm2,YNR004W
swp1-5002,YMR149W
swp1-5004,YMR149W
swp82,YFL049W
swr1,YDR334W
sws2-supp1a,YNL081C
sws2-supp2,YNL081C
swt1,YOR166C
sxm1,YDR395W
syc1,YOR179C
syf1-5001,YDR416W
syf2,YGR129W
syg1,YIL047C
syh1,YPL105C
sym1,YLR251W
syn8,YAL014C
syo1,YDL063C
syp1,YCR030C
sys1,YJL004C
syt1,YPR095C
tad1,YGL243W
tad2-5001,YJL035C
tad3-5001,YLR316C
tae1,YBR261C
taf1-1,YGR274C
taf1-2,YGR274C
taf10-5002,YDR167W
taf10-5004,YDR167W
taf11-ts2,YML015C
taf12-9,YDR145W
taf12-l446a,YDR145W
taf12-l464a,YDR145W
taf12-ts23,YDR145W
taf12-w486stop,YDR145W
taf13-1,YML098W
taf13-2,YML098W
taf14,YPL129W
taf3-5001,YPL011C
taf3-5002,YPL011C
taf4-18,YMR005W
taf5-15,YBR198C
taf5-20,YBR198C
taf5-3,YBR198C
taf6-ts,YGL112C
taf7-ts1,YMR227C
taf8-7,YML114C
taf9-ts2,YMR236W
tah1,YCR060W
tah11-ts,YJR046W
tah18-5001,YPR048W
tah18-5002,YPR048W
tah18-5003,YPR048W
tal1,YLR354C
tam41-5001,YGR046W
tan1,YGL232W
tao3-5001-supp1,YIL129C
tao3-5007-supp1,YIL129C
tao3-5010,YIL129C
tao3-5011-supp1,YIL129C
tap42-11,YMR028W
tat1,YBR069C
tat2,YOL020W
tax4,YJL083W
taz1,YPR140W
tbf1-5001,YPL128C
tbs1,YBR150C
tca17,YEL048C
tcb1,YOR086C
tcb2,YNL087W
tcb3,YML072C
tcd1,YHR003C
tcd2,YKL027W
tcm62,YBR044C
tco89,YPL180W
tcp1-1,YDR212W
tcp1-2,YDR212W
tda1,YMR291W
tda10,YGR205W
tda11,YHR159W
tda2,YER071C
tda3,YHR009C
tda4,YJR116W
tda5-supp1,YLR426W
tda5-supp2,YLR426W
tda6,YPR157W
tda8,YAL064C-A
tda9,YML081W
tdh1,YJL052W
tdh2,YJR009C
tdh3,YGR192C
tdp1,YBR223C
tea1,YOR337W
tec1,YBR083W
ted1,YIL039W
tef1,YPR080W
tef2,YBR118W
tef4,YKL081W
tel1,YBL088C
tel2-15,YGR099W
tel2-7,YGR099W
tem1-3,YML064C
tem1-3-supp1,YML064C
tep1,YNL128W
tes1,YJR019C
tex1,YNL253W
tfa1-5001,YKL028W
tfa2-45,YKR062W
tfb1-6,YDR311W
tfb1-6-supp1,YDR311W
tfb2-5002,YPL122C
tfb2-5004,YPL122C
tfb3-ts,YDR460W
tfb4-5001,YPR056W
tfb5-supp1,YDR079C-A
tfb6,YOR352W
tfc1-e447k,YBR123C
tfc3-g349e,YAL001C
tfc4-5001,YGR047C
tfc6-m1,YDR362C
tfc8-5001,YPL007C
tfg1-5003,YGR186W
tfg2-5001,YGR005C
tfs1,YLR178C
tgl1,YKL140W
tgl2,YDR058C
tgl3,YMR313C
tgl4,YKR089C
tgl5,YOR081C
tgs1,YPL157W
thg1-5002,YGR024C
thi11,YJR156C
thi12,YNL332W
thi13,YDL244W
thi2,YBR240C
thi20,YOL055C
thi21,YPL258C
thi22,YPR121W
thi3,YDL080C
thi4,YGR144W
thi5,YFL058W
thi6,YPL214C
thi7,YLR237W
thi72,YOR192C
thi73,YLR004C
thi74,YDR438W
thi80-5001,YOR143C
tho1,YER063W
thp2,YHR167W
thp3,YPR045C
thr4,YCR053W
ths1-5009,YIL078W
tid3-1,YIL144W
tid3-1-supp1,YIL144W
tif1,YKR059W
tif11-5002,YMR260C
tif11-5006,YMR260C
tif2,YJL138C
tif34-5003,YMR146C
tif34-5004,YMR146C
tif35-5001,YDR429C
tif4632,YGL049C
tif6-5001,YPR016C
tif6-ts1,YPR016C
tif6-ts4,YPR016C
tim11,YDR322C-A
tim13,YGR181W
tim17-5001,YJL143W
tim18,YOR297C
tim21,YGR033C
tim22-19,YDL217C
tim23-5001,YNR017W
tim44-8,YIL022W
tim50-5001,YPL063W
tim54-5001,YJL054W
tim54-5002,YJL054W
tim8,YJR135W-A
tip1,YBR067C
tip20-5,YGL145W
tip41,YPR040W
tir1,YER011W
tir2,YOR010C
tir3,YIL011W
tir4,YOR009W
tis11,YLR136C
tkl1,YPR074C
tkl2,YBR117C
tlg1-5005,YDR468C
tlg2,YOL018C
tma10,YLR327C
tma108,YIL137C
tma16,YOR252W
tma17,YDL110C
tma19,YKL056C
tma20,YER007C-A
tma22,YJR014W
tma23,YMR269W
tma46,YOR091W
tma64,YDR117C
tma7,YLR262C-A
tmc1,YOR052C
tmn2,YDR107C
tmn3,YER113C
tms1,YDR105C
tmt1,YER175C
tna1,YGR260W
toa1-5001,YOR194C
tod6,YBL054W
tof1,YNL273W
tof2,YKR010C
tog1,YER184C
tok1,YJL093C
tom1,YDR457W
tom20-5009,YGR082W
tom5,YPR133W-A
tom6,YOR045W
tom7,YNL070W
tom70,YNL121C
tom71,YHR117W
top1,YOL006C
top2-5002,YNL088W
top3-supp1,YLR234W
tor1,YJR066W
tor2-21,YKL203C
tor2-29,YKL203C
tos1,YBR162C
tos2,YGR221C
tos3,YGL179C
tos4,YLR183C
tos6,YNL300W
tos8,YGL096W
tpa1,YER049W
tpc1,YGR096W
tpi1-1670,YDR050C
tpk1,YJL164C
tpk2,YPL203W
tpk3,YKL166C
tpm1-supp1,YNL079C
tpm1-supp1a,YNL079C
tpm2,YIL138C
tpn1,YGL186C
tpo1,YLL028W
tpo2,YGR138C
tpo3,YPR156C
tpo4,YOR273C
tpo5,YKL174C
tpp1,YMR156C
tps1,YBR126C
tps1-supp1,YBR126C
tps1-supp2,YBR126C
tps2,YDR074W
tps3,YMR261C
tpt1-5001,YOL102C
tra1,YHR099W
tre1,YPL176C
tre2-5005,YOR256C
trf5,YNL299W
tri1,YMR233W
trk1-supp1,YJL129C
trk2,YKR050W
trm1,YDR120C
trm10,YOL093W
trm11,YOL124C
trm112-5008,YNR046W
trm12,YML005W
trm13,YOL125W
trm2,YKR056W
trm3,YDL112W
trm44,YPL030W
trm7,YBR061C
trm732,YMR259C
trm8,YDL201W
trm82,YDR165W
trm9,YML014W
trp1,YDR007W
trp2,YER090W
trp3,YKL211C
trp4,YDR354W
trr2,YHR106W
trs130-5003,YMR218C
trs20-5001,YBR254C
trs23-5001,YDR246W
trs31-5002,YDR472W
trs31-5003,YDR472W
trs33,YOR115C
trs65,YGR166W
trs85,YDR108W
trx1,YLR043C
trx2,YGR209C
trx3,YCR083W
tsa1,YML028W
tsa2,YDR453C
tsc10-1,YBR265W
tsc11-1,YER093C
tsc11-5,YER093C
tsc11-7,YER093C
tsc13-5001,YDL015C
tsc3,YBR058C-A
tsc3-2,YBR058C-A
tsl1,YML100W
tsr1-5003,YDL060W
tsr1-5004,YDL060W
tsr2-supp1,YLR435W
tsr3,YOR006C
tsr4-5001,YOL022C
tub2-430,YFL037W
tub3,YML124C
tub4-y445d,YLR212C
tuf1-supp1,YOR187W
tul1,YKL034W
tum1,YOR251C
tus1,YLR425W
tvp15,YDR100W
tvp18,YMR071C
tvp23,YDR084C
tvp38,YKR088C
twf1,YGR080W
tye7,YOR344C
tyr1,YBR166C
tys1-1,YGR185C
tyw1,YPL207W
tyw3,YGL050W
uaf30,YOR295W
uba1-1,YKL210W
uba3,YPR066W
uba4,YHR111W
ubc1-5002,YDR177W
ubc11,YOR339C
ubc12,YLR306W
ubc13,YDR092W
ubc4,YBR082C
ubc5,YDR059C
ubc6,YER100W
ubc7,YMR022W
ubc8,YEL012W
ubc9-2,YDL064W
ubi4,YLL039C
ubp1,YDL122W
ubp10-supp1,YNL186W
ubp11,YKR098C
ubp12,YJL197W
ubp13,YBL067C
ubp14,YBR058C
ubp15,YMR304W
ubp16,YPL072W
ubp2,YOR124C
ubp3,YER151C
ubp5,YER144C
ubp6,YFR010W
ubp7,YIL156W
ubp8,YMR223W
ubp9,YER098W
ubr1,YGR184C
ubr2,YLR024C
ubs1,YBR165W
ubx2-supp1,YML013W
ubx3,YDL091C
ubx4,YMR067C
ubx5,YDR330W
ubx6,YJL048C
ubx7,YBR273C
ucc1,YLR224W
ufd1-2,YGR048W
ufd2,YDL190C
ufd4,YKL010C
ufe1-1,YOR075W
ufo1,YML088W
uga1,YGR019W
uga2,YBR006W
uga3,YDL170W
uga4,YDL210W
ugo1,YDR470C
ugp1-5001,YKL035W
ugx2,YDL169C
uip3,YAR027W
uip4,YPL186C
uip5,YKR044W
ula1,YPL003W
uli1,YFR026C
ulp1-333,YPL020C
uls1,YOR191W
ume1,YPL139C
ume6,YDR207C
ump1,YBR173C
ung1,YML021C
upc2,YDR213W
upf3,YGR072W
ups1,YLR193C
ups1-supp1,YLR193C
ups2,YLR168C
ups3,YDR185C
ura1,YKL216W
ura10,YMR271C
ura2,YJL130C
ura4,YLR420W
ura5,YML106W
ura6-5,YKL024C
ura6-6,YKL024C
ura7,YBL039C
ura8,YJR103W
urb2-5002,YJR041C
urc2,YDR520C
ure2,YNL229C
urh1,YDR400W
urk1,YNR012W
urm1,YIL008W
urn1,YPR152C
usa1,YML029W
use1-ts,YGL098W
uso1-1,YDL058W
usv1,YPL230W
uth1,YKR042W
utp13-5001,YLR222C
utp14-5001,YML093W
utp15-5001,YMR093W
utp18-5001,YJL069C
utp18-5002,YJL069C
utp21-5003,YLR409C
utp21-5011,YLR409C
utp23-5001,YOR004W
utp25-5003,YIL091C
utp25-5005,YIL091C
utp30,YKR060W
utp4-5003,YDR324C
utp4-5006,YDR324C
utp4-5007,YDR324C
utp5-5001,YDR398W
utp6-5001,YDR449C
utp7-5003,YER082C
utp7-5004,YER082C
utp8-5002,YGR128C
utp9-5001,YHR196W
utr1,YJR049C
utr2,YEL040W
utr4,YEL038W
utr5-5001,YEL035C
utr5-5002,YEL035C
vab2,YEL005C
vac14,YLR386W
vac17,YCL063W
vac7,YNL054W
vac8-supp1,YEL013W
vam10,YOR068C
vam3,YOR106W
vam6,YDL077C
vam7,YGL212W
van1,YML115C
vas1-5001,YGR094W
vba1,YMR088C
vba2,YBR293W
vba3,YCL069W
vba4,YDR119W
vba5,YKR105C
vcx1,YDL128W
vel1,YGL258W
vfa1,YER128W
vhc1,YBR235W
vhr1,YIL056W
vhr2,YER064C
vhs1,YDR247W
vhs2,YIL135C
vhs3,YOR054C
vht1-5003,YGR065C
vht1-5006,YGR065C
vid22,YLR373C
vid24,YBR105C
vid27,YNL212W
vid28,YIL017C
vid30,YGL227W
vik1,YPL253C
vip1,YLR410W
vma1,YDL185W
vma10,YHR039C-A
vma11,YPL234C
vma13,YPR036W
vma21,YGR105W
vma22,YHR060W
vma3,YEL027W
vma4,YOR332W
vma5,YKL080W
vma6,YLR447C
vma7,YGR020C
vma8,YEL051W
vma9,YCL005W-A
vmr1,YHL035C
vms1,YDR049W
vnx1,YNL321W
voa1,YGR106C
vph1-supp1,YOR270C
vph1-supp2,YOR270C
vps13,YLL040C
vps15,YBR097W
vps16,YPL045W
vps17,YOR132W
vps20,YMR077C
vps21,YOR089C
vps24,YKL041W
vps25,YJR102C
vps27,YNR006W
vps28,YPL065W
vps29,YHR012W
vps3,YDR495C
vps30,YPL120W
vps33,YLR396C
vps35,YJL154C
vps36,YLR417W
vps38,YLR360W
vps4,YPR173C
vps41,YDR080W
vps45,YGL095C
vps5,YOR069W
vps51,YKR020W
vps52,YDR484W
vps52-supp1,YDR484W
vps53,YJL029C
vps53-supp1,YJL029C
vps54-supp1,YDR027C
vps55,YJR044C
vps60,YDR486C
vps62,YGR141W
vps63,YLR261C
vps64,YDR200C
vps68,YOL129W
vps70,YJR126C
vps71,YML041C
vps72,YDR485C
vps73,YGL104C
vps74,YDR372C
vps8,YAL002W
vps9,YML097C
vrg4-5003,YGL225W
vrp1,YLR337C
vrp1-supp1,YLR337C
vta1,YLR181C
vtc1,YER072W
vtc2,YFL004W
vtc3,YPL019C
vtc4,YJL012C
vth1,YIL173W
vti1-11,YMR197C
vti1-11-supp1,YMR197C
vti1-2,YMR197C
vts1,YOR359W
war1,YML076C
wbp1-1,YEL002C
wbp1-2,YEL002C
whi2,YOR043W
whi3,YNL197C
whi4,YDL224C
whi5,YOR083W
wrs1-5001,YOL097C
wrs1-5003,YOL097C
wrs1-5008,YOL097C
wsc2,YNL283C
wsc3,YOL105C
wsc4,YHL028W
wss1,YHR134W
wtm1,YOR230W
wtm2,YOR229W
wwm1,YFL010C
xbp1,YIL101C
xdj1,YLR090W
xks1,YGR194C
xpt1,YJR133W
xrn1,YGL173C
xrs2,YDR369C
xyl2,YLR070C
yae1-5004,YJR067C
yaf9,YNL107W
yak1,YJL141C
yal004w,YAL004W
yal016c-b,YAL016C-B
yal037c-a,YAL037C-A
yal037w,YAL037W
yal042c-a,YAL042C-A
yal044w-a,YAL044W-A
yal045c,YAL045C
yal056c-a,YAL056C-A
yal063c-a,YAL063C-A
